,event_id,event_ts,requester_email,channel,market_raw,issue_type
685,686,2026-01-04 18:26:28,user10028@example.com,DIRECT, México ,LOGIN
686,687,2026-01-10 15:06:28,user10075@reseller.co,PARTNER,United States,BUG
687,688,2026-01-10 03:34:13,user10213@example.com,DIRECT, México ,BILLING
688,689,2026-01-04 13:56:20,user10043@example.com,DIRECT,UNITED STATES,LOGIN
689,690,2026-01-13 07:17:01,user10153@example.com,DIRECT, Canada,BILLING
690,691,2026-01-15 01:24:10,user10046@example.com,DIRECT,UNITED STATES,LOGIN
691,692,2026-01-13 06:26:29,user10028@alliances.net,PARTNER,United States,BILLING
692,693,2026-01-10 05:19:19,user10035@example.com,DIRECT,Espana,LOGIN
693,694,2026-01-13 16:25:51,user10199@partner-mail.com,PARTNER,México,LOGIN
694,695,2026-01-16 10:01:03,user10215@example.com,DIRECT,México,HOWTO
695,696,2026-01-13 03:09:54,user10022@example.com,DIRECT,Mexico,LOGIN
696,697,2026-01-12 10:41:50,user10155@alliances.net,PARTNER, México ,BUG
697,698,2026-01-01 23:39:46,user10020@example.com,DIRECT,CANADA ,BILLING
698,699,2026-01-07 17:27:14,user10180@reseller.co,PARTNER,Espa~na,LOGIN
699,700,2026-01-04 02:47:03,user10072@example.com,DIRECT, España ,BILLING
700,701,2026-01-06 05:17:05,user10010@example.com,DIRECT,Mexico,HOWTO
701,702,2026-01-07 12:41:22,user10206@example.com,DIRECT,United States,BILLING
702,703,2026-01-15 12:44:30,user10202@example.com,DIRECT,España,BUG
703,704,2026-01-05 16:52:48,user10007@example.com,DIRECT,Bra~sil,HOWTO
704,705,2026-01-06 07:32:38,user10085@example.com,DIRECT,Espa~na,HOWTO
705,706,2026-01-07 22:45:29,user10202@alliances.net,PARTNER,CANADA ,BUG
706,707,2026-01-05 07:39:42,user10077@reseller.co,PARTNER,United States,BILLING
707,708,2026-01-08 14:44:22,user10134@example.com,DIRECT,Brasil,HOWTO
708,709,2026-01-18 12:37:15,user10191@example.com,DIRECT,Bra~sil,BUG
709,710,2026-01-07 20:31:52,user10014@example.com,DIRECT,España,BUG
710,711,2026-01-05 08:25:29,user10108@alliances.net,PARTNER,CANADA ,HOWTO
711,712,2026-01-01 12:44:34,user10125@example.com,DIRECT, Canada,BILLING
712,713,2026-01-18 20:05:11,user10203@example.com,DIRECT,Espana,BUG
713,714,2026-01-16 05:18:07,user10100@example.com,DIRECT,Me~xico,BUG
714,715,2026-01-05 11:50:38,user10184@example.com,DIRECT,Me~xico,BUG
715,716,2026-01-18 10:06:11,user10124@example.com,DIRECT,Espa~na,BILLING
716,717,2026-01-08 05:44:41,user10095@example.com,DIRECT,UNITED STATES,HOWTO
717,718,2026-01-12 14:34:02,user10162@example.com,DIRECT,España,BILLING
718,719,2026-01-16 00:28:38,user10186@alliances.net,PARTNER,Bra~sil,LOGIN
719,720,2026-01-05 12:44:36,user10149@example.com,DIRECT, España ,HOWTO
720,721,2026-01-16 22:10:28,user10136@example.com,DIRECT,CANADA ,HOWTO
721,722,2026-01-09 18:46:53,user10219@example.com,DIRECT,España,LOGIN
722,723,2026-01-01 15:40:45,user10132@example.com,DIRECT,Mexico,LOGIN
723,724,2026-01-17 12:56:55,user10034@example.com,DIRECT,España,HOWTO
724,725,2026-01-02 21:58:27,user10202@example.com,DIRECT, España ,BUG
725,726,2026-01-11 09:12:03,user10178@example.com,DIRECT,CANADA ,BILLING
726,727,2026-01-10 04:13:06,user10081@example.com,DIRECT,CANADA ,LOGIN
727,728,2026-01-13 12:21:52,user10090@reseller.co,PARTNER,UNITED STATES,BUG
728,729,2026-01-13 13:40:24,user10146@example.com,DIRECT, España ,BUG
729,730,2026-01-13 12:28:12,user10172@reseller.co,PARTNER,UNITED STATES,LOGIN
730,731,2026-01-13 16:23:46,user10154@example.com,DIRECT,CANADA ,BILLING
731,732,2026-01-18 00:14:22,user10196@example.com,DIRECT, México ,BUG
732,733,2026-01-17 06:14:58,user10015@example.com,DIRECT, México ,LOGIN
733,734,2026-01-12 07:52:38,user10218@example.com,DIRECT, México ,BILLING
734,735,2026-01-02 15:15:32,user10107@example.com,DIRECT, Canada,LOGIN
735,736,2026-01-02 13:45:01,user10058@example.com,DIRECT,Espana,BILLING
736,737,2026-01-14 22:03:34,user10047@example.com,DIRECT,United States,BILLING
737,738,2026-01-10 17:05:57,user10099@example.com,DIRECT,España,LOGIN
738,739,2026-01-14 09:11:27,user10066@reseller.co,PARTNER,España,BILLING
739,740,2026-01-17 10:15:39,user10207@example.com,DIRECT, Canada,BUG
740,741,2026-01-15 20:50:10,user10109@alliances.net,PARTNER,Me~xico,BILLING
741,742,2026-01-03 17:54:32,user10208@partner-mail.com,PARTNER, México ,LOGIN
742,743,2026-01-08 01:05:11,user10148@example.com,DIRECT,México,HOWTO
743,744,2026-01-01 12:04:49,user10082@example.com,DIRECT, México ,LOGIN
744,745,2026-01-05 05:54:13,user10088@example.com,DIRECT, Canada,HOWTO
745,746,2026-01-01 08:52:07,user10206@example.com,DIRECT, Canada,BILLING
746,747,2026-01-16 20:42:00,user10144@example.com,DIRECT, Canada,BUG
747,748,2026-01-02 05:49:04,user10089@partner-mail.com,PARTNER,CANADA ,BILLING
748,749,2026-01-03 10:52:59,user10164@example.com,DIRECT, Canada,HOWTO
749,750,2026-01-03 19:08:34,user10082@example.com,DIRECT,Bra~sil,HOWTO
750,751,2026-01-02 19:01:39,user10047@example.com,DIRECT, Canada,BUG
751,752,2026-01-14 22:07:42,user10166@example.com,DIRECT,Espana,BILLING
752,753,2026-01-09 16:39:36,user10018@example.com,DIRECT,United States,BUG
753,754,2026-01-11 17:30:15,user10103@alliances.net,PARTNER, México ,HOWTO
754,755,2026-01-17 09:37:54,user10090@example.com,DIRECT,Me~xico,BUG
755,756,2026-01-14 05:17:31,user10098@example.com,DIRECT,CANADA ,BUG
756,757,2026-01-08 16:40:05,user10046@example.com,DIRECT,Mexico,LOGIN
757,758,2026-01-11 16:56:32,user10084@example.com,DIRECT,CANADA ,BUG
758,759,2026-01-12 18:07:35,user10027@example.com,DIRECT,Mexico,BILLING
759,760,2026-01-07 12:07:18,user10095@reseller.co,PARTNER,UNITED STATES,BUG
760,761,2026-01-10 01:48:11,user10162@alliances.net,PARTNER,UNITED STATES,LOGIN
761,762,2026-01-15 22:11:39,user10030@alliances.net,PARTNER, México ,BILLING
762,763,2026-01-16 16:13:17,user10033@example.com,DIRECT,United States,LOGIN
763,764,2026-01-04 00:08:40,user10013@example.com,DIRECT, México ,HOWTO
764,765,2026-01-13 04:29:49,user10183@example.com,DIRECT,Me~xico,BILLING
765,766,2026-01-07 18:33:06,user10165@example.com,DIRECT,Espana,LOGIN
766,767,2026-01-14 16:26:49,user10009@reseller.co,PARTNER,México,LOGIN
767,768,2026-01-08 11:11:33,user10124@example.com,DIRECT, México ,BILLING
768,769,2026-01-03 10:05:53,user10103@example.com,DIRECT,España,BILLING
769,770,2026-01-13 20:32:11,user10147@example.com,DIRECT, México ,LOGIN
770,771,2026-01-15 15:21:49,user10082@example.com,DIRECT,México,LOGIN
771,772,2026-01-14 14:32:23,user10176@example.com,DIRECT,United States,LOGIN
772,773,2026-01-02 04:07:21,user10111@example.com,DIRECT,Espa~na,LOGIN
773,774,2026-01-11 00:10:56,user10050@example.com,DIRECT,United States,BILLING
774,775,2026-01-02 18:36:20,user10110@example.com,DIRECT,CANADA ,BUG
775,776,2026-01-11 16:36:05,user10051@example.com,DIRECT,Espana,HOWTO
776,777,2026-01-03 22:23:58,user10110@example.com,DIRECT, Canada,LOGIN
777,778,2026-01-06 12:47:51,user10061@example.com,DIRECT,España,LOGIN
778,779,2026-01-10 16:23:36,user10095@example.com,DIRECT,México,BUG
779,780,2026-01-11 05:44:31,user10066@reseller.co,PARTNER,México,LOGIN
780,781,2026-01-16 11:03:06,user10115@example.com,DIRECT,España,BILLING
781,782,2026-01-16 02:55:32,user10167@reseller.co,PARTNER, Canada,BUG
782,783,2026-01-03 02:59:03,user10151@example.com,DIRECT, Canada,LOGIN
783,784,2026-01-08 09:33:30,user10082@example.com,DIRECT,Espa~na,BILLING
784,785,2026-01-18 02:03:20,user10109@reseller.co,PARTNER,México,LOGIN
785,786,2026-01-14 13:27:41,user10071@example.com,DIRECT, Canada,HOWTO
786,787,2026-01-13 06:07:09,user10068@example.com,DIRECT, Canada,BILLING
787,788,2026-01-10 11:28:47,user10139@example.com,DIRECT,Brasil,HOWTO
788,789,2026-01-10 17:14:10,user10172@example.com,DIRECT, México ,BUG
789,790,2026-01-10 00:24:32,user10041@example.com,DIRECT,United States,HOWTO
790,791,2026-01-17 10:12:42,user10056@example.com,DIRECT,Brasil,BUG
791,792,2026-01-11 03:32:58,user10023@example.com,DIRECT,Mexico,BUG
792,793,2026-01-07 02:39:04,user10218@example.com,DIRECT,Me~xico,HOWTO
793,794,2026-01-03 16:20:21,user10153@partner-mail.com,PARTNER,México,BILLING
794,795,2026-01-17 11:24:12,user10034@partner-mail.com,PARTNER,Espa~na,BILLING
795,796,2026-01-04 13:05:51,user10166@example.com,DIRECT,Espana,BUG
796,797,2026-01-01 18:10:41,user10067@example.com,DIRECT,United States,LOGIN
797,798,2026-01-04 17:49:40,user10065@example.com,DIRECT, México ,BUG
798,799,2026-01-09 02:07:29,user10107@example.com,DIRECT,UNITED STATES,LOGIN
799,800,2026-01-10 09:56:56,user10139@example.com,DIRECT, Canada,HOWTO
800,801,2026-01-05 12:25:32,user10144@example.com,DIRECT, Canada,BUG
801,802,2026-01-13 06:09:56,user10007@example.com,DIRECT, México ,BUG
802,803,2026-01-01 13:13:00,user10163@example.com,DIRECT,Me~xico,BILLING
803,804,2026-01-13 19:09:21,user10088@example.com,DIRECT, México ,LOGIN
804,805,2026-01-10 16:59:05,user10201@example.com,DIRECT, Canada,LOGIN
805,806,2026-01-04 05:14:08,user10127@example.com,DIRECT,United States,HOWTO
806,807,2026-01-14 15:14:47,user10205@alliances.net,PARTNER,Mexico,BILLING
807,808,2026-01-07 01:27:13,user10055@alliances.net,PARTNER, Canada,BUG
808,809,2026-01-16 04:24:53,user10145@alliances.net,PARTNER,CANADA ,BUG
809,810,2026-01-03 08:50:45,user10076@alliances.net,PARTNER,Mexico,BUG
810,811,2026-01-01 12:37:38,user10188@example.com,DIRECT, México ,BUG
811,812,2026-01-12 10:49:50,user10134@example.com,DIRECT,UNITED STATES,LOGIN
812,813,2026-01-01 05:40:44,user10165@alliances.net,PARTNER, México ,BILLING
813,814,2026-01-08 05:01:07,user10129@example.com,DIRECT, Canada,BILLING
814,815,2026-01-12 07:53:10,user10167@example.com,DIRECT,Espana,BUG
815,816,2026-01-05 22:56:03,user10033@example.com,DIRECT,Mexico,BUG
816,817,2026-01-06 10:16:31,user10050@example.com,DIRECT,España,LOGIN
817,818,2026-01-05 05:33:16,user10155@example.com,DIRECT,Espa~na,HOWTO
818,819,2026-01-01 15:11:45,user10040@example.com,DIRECT,Espa~na,LOGIN
819,820,2026-01-18 02:55:37,user10017@example.com,DIRECT,Bra~sil,BILLING
820,821,2026-01-13 01:39:53,user10122@example.com,DIRECT,España,BUG
821,822,2026-01-09 15:52:37,user10213@partner-mail.com,PARTNER, México ,BUG
822,823,2026-01-04 00:21:37,user10068@example.com,DIRECT,Espana,BUG
823,824,2026-01-18 03:26:06,user10044@example.com,DIRECT,Brasil,BUG
824,825,2026-01-04 06:54:38,user10159@reseller.co,PARTNER,Brasil,BILLING
825,826,2026-01-06 06:43:04,user10055@example.com,DIRECT,España,LOGIN
826,827,2026-01-08 14:31:23,user10170@example.com,DIRECT,Espa~na,BILLING
827,828,2026-01-04 09:55:49,user10044@example.com,DIRECT, Canada,BILLING
828,829,2026-01-11 14:59:53,user10041@example.com,DIRECT,CANADA ,BUG
829,830,2026-01-13 06:34:28,user10218@example.com,DIRECT,United States,HOWTO
830,831,2026-01-01 05:02:07,user10131@example.com,DIRECT,Brasil,HOWTO
831,832,2026-01-17 15:41:26,user10063@example.com,DIRECT,México,BILLING
832,833,2026-01-07 02:07:18,user10099@example.com,DIRECT, Canada,LOGIN
833,834,2026-01-03 03:21:39,user10133@example.com,DIRECT,Mexico,HOWTO
834,835,2026-01-01 11:49:44,user10010@example.com,DIRECT, México ,HOWTO
835,836,2026-01-16 15:27:36,user10217@example.com,DIRECT,UNITED STATES,BILLING
836,837,2026-01-07 12:15:12,user10105@example.com,DIRECT, España ,LOGIN
837,838,2026-01-11 02:46:47,user10209@example.com,DIRECT,UNITED STATES,BUG
838,839,2026-01-02 21:31:39,user10173@example.com,DIRECT, Canada,BILLING
839,840,2026-01-17 13:55:19,user10009@alliances.net,PARTNER,España,BILLING
840,841,2026-01-16 14:15:52,user10176@example.com,DIRECT,CANADA ,BILLING
841,842,2026-01-18 23:29:25,user10114@example.com,DIRECT, México ,BUG
842,843,2026-01-14 17:20:35,user10194@example.com,DIRECT,United States,BUG
843,844,2026-01-08 18:53:10,user10132@example.com,DIRECT,Me~xico,BUG
844,845,2026-01-05 02:39:34,user10061@reseller.co,PARTNER,Mexico,BUG
845,846,2026-01-17 22:42:43,user10154@example.com,DIRECT, España ,BUG
846,847,2026-01-09 21:27:37,user10062@reseller.co,PARTNER, Canada,BUG
847,848,2026-01-04 13:06:17,user10073@example.com,DIRECT, México ,BUG
848,849,2026-01-10 13:43:44,user10129@example.com,DIRECT, España ,BUG
849,850,2026-01-08 03:48:16,user10072@alliances.net,PARTNER,Bra~sil,BUG
850,851,2026-01-02 07:14:52,user10205@example.com,DIRECT,España,HOWTO
851,852,2026-01-08 08:53:07,user10000@alliances.net,PARTNER,México,BILLING
852,853,2026-01-01 10:53:51,user10084@example.com,DIRECT,México,BILLING
853,854,2026-01-05 18:37:55,user10007@example.com,DIRECT,Mexico,BUG
854,855,2026-01-16 20:48:39,user10158@example.com,DIRECT, México ,LOGIN
855,856,2026-01-09 03:10:01,user10121@alliances.net,PARTNER,United States,HOWTO
856,857,2026-01-05 13:32:50,user10032@partner-mail.com,PARTNER,Espa~na,LOGIN
857,858,2026-01-14 15:56:19,user10016@example.com,DIRECT,Bra~sil,BUG
858,859,2026-01-12 01:45:31,user10163@example.com,DIRECT,Espa~na,BUG
859,860,2026-01-02 07:44:20,user10044@example.com,DIRECT,Mexico,BILLING
860,861,2026-01-01 21:53:02,user10185@example.com,DIRECT,UNITED STATES,BILLING
861,862,2026-01-09 22:01:18,user10073@alliances.net,PARTNER,Espa~na,LOGIN
862,863,2026-01-09 17:26:36,user10120@example.com,DIRECT,Espana,BILLING
863,864,2026-01-10 08:24:41,user10015@example.com,DIRECT,México,BILLING
864,865,2026-01-12 05:45:34,user10111@example.com,DIRECT,Bra~sil,LOGIN
865,866,2026-01-04 07:44:25,user10006@example.com,DIRECT,UNITED STATES,BILLING
866,867,2026-01-12 13:11:35,user10049@example.com,DIRECT,Bra~sil,BUG
867,868,2026-01-12 06:32:00,user10203@partner-mail.com,PARTNER,CANADA ,BUG
868,869,2026-01-06 10:09:03,user10215@example.com,DIRECT,Me~xico,LOGIN
869,870,2026-01-05 12:57:25,user10095@example.com,DIRECT,Espa~na,BUG
870,871,2026-01-15 17:05:49,user10199@example.com,DIRECT, México ,BILLING
871,872,2026-01-11 22:51:47,user10045@example.com,DIRECT,Brasil,BUG
872,873,2026-01-13 01:14:43,user10129@example.com,DIRECT, España ,HOWTO
873,874,2026-01-11 12:58:09,user10155@example.com,DIRECT,Espana,HOWTO
874,875,2026-01-09 13:50:37,user10195@example.com,DIRECT,Brasil,BILLING
875,876,2026-01-14 17:47:37,user10002@example.com,DIRECT,United States,LOGIN
876,877,2026-01-02 03:51:27,user10130@example.com,DIRECT,Bra~sil,BUG
877,878,2026-01-17 12:29:32,user10053@reseller.co,PARTNER,UNITED STATES,BUG
878,879,2026-01-13 02:50:04,user10085@example.com,DIRECT,United States,LOGIN
879,880,2026-01-17 01:59:12,user10211@example.com,DIRECT, España ,HOWTO
880,881,2026-01-03 06:11:14,user10143@reseller.co,PARTNER,Bra~sil,HOWTO
881,882,2026-01-10 14:04:45,user10197@reseller.co,PARTNER,Mexico,BUG
882,883,2026-01-10 10:57:23,user10041@reseller.co,PARTNER,Bra~sil,BILLING
883,884,2026-01-05 14:15:50,user10139@example.com,DIRECT,Mexico,HOWTO
884,885,2026-01-12 11:03:35,user10203@example.com,DIRECT,Espana,LOGIN
885,886,2026-01-05 14:18:34,user10020@example.com,DIRECT,Espa~na,LOGIN
886,887,2026-01-12 15:39:02,user10192@example.com,DIRECT,Espana,BILLING
887,888,2026-01-15 07:09:50,user10069@example.com,DIRECT,Bra~sil,HOWTO
888,889,2026-01-16 04:22:57,user10092@example.com,DIRECT,CANADA ,BUG
889,890,2026-01-14 06:24:15,user10006@example.com,DIRECT,México,BILLING
890,891,2026-01-09 21:47:12,user10184@example.com,DIRECT,México,BILLING
891,892,2026-01-15 07:54:06,user10048@example.com,DIRECT,Espana,HOWTO
892,893,2026-01-11 22:42:56,user10218@example.com,DIRECT,CANADA ,BILLING
893,894,2026-01-16 00:44:28,user10005@example.com,DIRECT, España ,BUG
894,895,2026-01-13 19:43:01,user10024@example.com,DIRECT,España,BUG
895,896,2026-01-11 03:52:02,user10027@alliances.net,PARTNER,Bra~sil,BUG
896,897,2026-01-12 02:17:52,user10149@example.com,DIRECT,Espana,BUG
897,898,2026-01-17 06:53:16,user10139@alliances.net,PARTNER,Bra~sil,LOGIN
898,899,2026-01-18 02:31:12,user10045@example.com,DIRECT,Mexico,BUG
899,900,2026-01-12 12:17:39,user10022@example.com,DIRECT,Espana,HOWTO
900,901,2026-01-01 17:00:44,user10057@example.com,DIRECT,UNITED STATES,BUG
901,902,2026-01-12 21:52:38,user10034@reseller.co,PARTNER, México ,BUG
902,903,2026-01-10 12:55:19,user10157@example.com,DIRECT,Mexico,BUG
903,904,2026-01-16 16:49:16,user10198@example.com,DIRECT,Brasil,BILLING
904,905,2026-01-15 16:15:30,user10094@example.com,DIRECT,Me~xico,LOGIN
905,906,2026-01-12 12:23:03,user10073@example.com,DIRECT,Brasil,BUG
906,907,2026-01-04 22:10:22,user10115@example.com,DIRECT,CANADA ,BUG
907,908,2026-01-14 17:12:02,user10073@example.com,DIRECT,Bra~sil,BILLING
908,909,2026-01-03 03:51:43,user10039@example.com,DIRECT,Bra~sil,HOWTO
909,910,2026-01-17 10:40:00,user10019@alliances.net,PARTNER, Canada,LOGIN
910,911,2026-01-06 16:09:58,user10143@example.com,DIRECT,CANADA ,BILLING
911,912,2026-01-08 01:08:06,user10175@example.com,DIRECT,Mexico,BILLING
912,913,2026-01-11 03:10:24,user10114@example.com,DIRECT, México ,HOWTO
913,914,2026-01-14 16:28:30,user10148@example.com,DIRECT,CANADA ,BUG
914,915,2026-01-02 10:58:32,user10025@example.com,DIRECT, México ,LOGIN
915,916,2026-01-06 16:55:42,user10120@example.com,DIRECT,Me~xico,BILLING
916,917,2026-01-08 06:14:14,user10147@alliances.net,PARTNER,Brasil,HOWTO
917,918,2026-01-09 15:43:38,user10135@example.com,DIRECT,Espana,BILLING
918,919,2026-01-09 23:37:34,user10005@alliances.net,PARTNER,UNITED STATES,BUG
919,920,2026-01-16 20:27:32,user10022@example.com,DIRECT,Bra~sil,BUG
920,921,2026-01-11 07:21:19,user10216@example.com,DIRECT,Espana,HOWTO
921,922,2026-01-18 18:45:38,user10057@example.com,DIRECT,Mexico,BUG
922,923,2026-01-14 21:45:56,user10050@example.com,DIRECT, México ,BILLING
923,924,2026-01-18 19:53:42,user10128@reseller.co,PARTNER,Brasil,BUG
924,925,2026-01-12 16:29:18,user10161@example.com,DIRECT,UNITED STATES,HOWTO
925,926,2026-01-14 01:06:14,user10209@example.com,DIRECT,México,LOGIN
926,927,2026-01-11 16:49:06,user10163@example.com,DIRECT,Me~xico,BILLING
927,928,2026-01-16 23:59:47,user10179@example.com,DIRECT,Me~xico,BILLING
928,929,2026-01-05 08:21:14,user10201@reseller.co,PARTNER,Bra~sil,HOWTO
929,930,2026-01-16 14:07:09,user10140@example.com,DIRECT, México ,HOWTO
930,931,2026-01-08 07:30:11,user10133@alliances.net,PARTNER,Brasil,LOGIN
931,932,2026-01-11 14:13:42,user10114@partner-mail.com,PARTNER,Bra~sil,LOGIN
932,933,2026-01-04 07:21:02,user10045@example.com,DIRECT,CANADA ,LOGIN
933,934,2026-01-05 14:43:01,user10003@example.com,DIRECT,Mexico,BILLING
934,935,2026-01-07 10:15:05,user10026@example.com,DIRECT, Canada,LOGIN
935,936,2026-01-01 06:28:54,user10195@example.com,DIRECT,Bra~sil,LOGIN
936,937,2026-01-16 17:21:27,user10067@example.com,DIRECT,Brasil,BUG
937,938,2026-01-14 07:16:17,user10014@partner-mail.com,PARTNER, España ,BILLING
938,939,2026-01-10 12:38:42,user10030@example.com,DIRECT,Bra~sil,HOWTO
939,940,2026-01-14 21:02:42,user10028@example.com,DIRECT,CANADA ,BUG
940,941,2026-01-13 21:47:00,user10082@example.com,DIRECT,Mexico,BUG
941,942,2026-01-14 14:24:27,user10152@example.com,DIRECT, España ,HOWTO
942,943,2026-01-07 20:07:26,user10177@example.com,DIRECT,México,BILLING
943,944,2026-01-11 23:03:03,user10178@partner-mail.com,PARTNER,España,BUG
944,945,2026-01-01 06:11:43,user10210@example.com,DIRECT,CANADA ,LOGIN
945,946,2026-01-12 05:00:04,user10173@example.com,DIRECT,Espana,BUG
946,947,2026-01-03 06:05:01,user10058@example.com,DIRECT, España ,HOWTO
947,948,2026-01-13 14:03:03,user10099@example.com,DIRECT,Brasil,BILLING
948,949,2026-01-13 02:38:56,user10142@example.com,DIRECT,Espa~na,BILLING
949,950,2026-01-10 14:24:00,user10038@example.com,DIRECT,Mexico,LOGIN
950,951,2026-01-05 06:38:06,user10151@example.com,DIRECT,España,BUG
951,952,2026-01-12 00:53:17,user10007@example.com,DIRECT,Brasil,HOWTO
952,953,2026-01-05 00:16:57,user10049@example.com,DIRECT,Espa~na,BUG
953,954,2026-01-05 15:01:30,user10187@example.com,DIRECT,Mexico,BUG
954,955,2026-01-13 10:36:17,user10070@example.com,DIRECT,España,BILLING
955,956,2026-01-10 09:13:26,user10215@example.com,DIRECT,Me~xico,BUG
956,957,2026-01-03 08:42:09,user10184@example.com,DIRECT,Brasil,LOGIN
957,958,2026-01-12 10:19:10,user10053@example.com,DIRECT,United States,BILLING
958,959,2026-01-14 14:10:37,user10202@example.com,DIRECT,Bra~sil,HOWTO
959,960,2026-01-11 04:27:13,user10190@partner-mail.com,PARTNER,United States,HOWTO
960,961,2026-01-07 23:40:27,user10216@example.com,DIRECT, España ,BUG
961,962,2026-01-05 14:16:08,user10088@reseller.co,PARTNER,Espana,BILLING
962,963,2026-01-02 04:10:43,user10199@example.com,DIRECT,México,BUG
963,964,2026-01-03 16:09:39,user10068@partner-mail.com,PARTNER,UNITED STATES,LOGIN
964,965,2026-01-15 09:22:41,user10078@alliances.net,PARTNER, México ,BUG
965,966,2026-01-12 21:24:30,user10111@example.com,DIRECT, México ,BILLING
966,967,2026-01-14 22:30:07,user10079@reseller.co,PARTNER,México,BUG
967,968,2026-01-03 20:12:12,user10001@example.com,DIRECT, Canada,BUG
968,969,2026-01-12 17:21:30,user10157@example.com,DIRECT,Mexico,HOWTO
969,970,2026-01-15 23:31:28,user10097@partner-mail.com,PARTNER,UNITED STATES,BUG
970,971,2026-01-04 09:40:38,user10179@example.com,DIRECT,United States,BUG
971,972,2026-01-04 23:25:10,user10043@example.com,DIRECT,Espa~na,BILLING
972,973,2026-01-12 06:02:45,user10049@example.com,DIRECT, España ,BUG
973,974,2026-01-14 16:48:49,user10156@example.com,DIRECT,México,LOGIN
974,975,2026-01-17 20:51:29,user10153@example.com,DIRECT,Bra~sil,HOWTO
975,976,2026-01-07 06:44:15,user10110@example.com,DIRECT,United States,HOWTO
976,977,2026-01-05 15:21:31,user10132@example.com,DIRECT,Bra~sil,BILLING
977,978,2026-01-17 12:57:49,user10191@reseller.co,PARTNER, México ,BUG
978,979,2026-01-11 20:03:54,user10193@example.com,DIRECT,México,BILLING
979,980,2026-01-05 02:00:14,user10197@example.com,DIRECT,United States,BUG
980,981,2026-01-02 12:31:06,user10218@example.com,DIRECT,España,HOWTO
981,982,2026-01-03 13:35:23,user10069@example.com,DIRECT,CANADA ,BILLING
982,983,2026-01-18 09:53:48,user10175@alliances.net,PARTNER,Espana,BUG
983,984,2026-01-13 07:20:03,user10061@example.com,DIRECT,UNITED STATES,BUG
984,985,2026-01-14 17:41:15,user10190@alliances.net,PARTNER,Espa~na,HOWTO
985,986,2026-01-14 12:52:30,user10206@example.com,DIRECT,Bra~sil,LOGIN
986,987,2026-01-11 20:10:17,user10096@example.com,DIRECT,Espana,HOWTO
987,988,2026-01-07 18:00:06,user10110@example.com,DIRECT,Espana,BUG
988,989,2026-01-05 20:06:11,user10025@example.com,DIRECT,United States,BUG
989,990,2026-01-09 01:27:18,user10021@example.com,DIRECT,United States,HOWTO
990,991,2026-01-14 17:00:12,user10043@example.com,DIRECT, España ,BUG
991,992,2026-01-12 21:01:31,user10010@example.com,DIRECT,Espa~na,LOGIN
992,993,2026-01-09 18:57:16,user10087@example.com,DIRECT, España ,BUG
993,994,2026-01-06 00:54:34,user10217@example.com,DIRECT,Espa~na,BUG
994,995,2026-01-15 00:03:00,user10155@example.com,DIRECT,Espana,HOWTO
995,996,2026-01-08 11:45:28,user10127@example.com,DIRECT,México,BUG
996,997,2026-01-03 19:38:03,user10160@example.com,DIRECT, España ,LOGIN
997,998,2026-01-11 05:14:32,user10011@example.com,DIRECT,Espa~na,BILLING
998,999,2026-01-02 11:30:28,user10144@alliances.net,PARTNER,Mexico,BILLING
999,1000,2026-01-06 00:56:11,user10112@example.com,DIRECT,España,BUG
1000,1001,2026-01-05 10:41:22,user10025@example.com,DIRECT,Espa~na,LOGIN
1001,1002,2026-01-03 11:30:47,user10110@alliances.net,PARTNER,Brasil,BUG
1002,1003,2026-01-12 09:35:57,user10146@example.com,DIRECT, Canada,BUG
1003,1004,2026-01-17 06:17:15,user10095@partner-mail.com,PARTNER,United States,LOGIN
1004,1005,2026-01-05 16:26:11,user10202@example.com,DIRECT,Mexico,BILLING
1005,1006,2026-01-03 01:55:12,user10209@example.com,DIRECT, España ,HOWTO
1006,1007,2026-01-06 18:48:48,user10079@example.com,DIRECT,México,LOGIN
1007,1008,2026-01-18 19:47:10,user10208@example.com,DIRECT,México,BUG
1008,1009,2026-01-15 02:50:07,user10053@example.com,DIRECT,Espa~na,BILLING
1009,1010,2026-01-16 05:53:34,user10027@example.com,DIRECT,Brasil,HOWTO
1010,1011,2026-01-06 12:29:40,user10142@partner-mail.com,PARTNER, España ,BILLING
1011,1012,2026-01-09 22:31:01,user10033@example.com,DIRECT,Mexico,BUG
1012,1013,2026-01-03 21:54:03,user10070@example.com,DIRECT,Brasil,HOWTO
1013,1014,2026-01-16 14:36:28,user10089@alliances.net,PARTNER,Me~xico,BILLING
1014,1015,2026-01-12 01:13:31,user10151@example.com,DIRECT, España ,BUG
1015,1016,2026-01-02 08:31:27,user10183@example.com,DIRECT,United States,LOGIN
1016,1017,2026-01-14 12:31:02,user10196@example.com,DIRECT,España,HOWTO
1017,1018,2026-01-11 01:27:13,user10137@example.com,DIRECT,España,BILLING
1018,1019,2026-01-01 10:15:47,user10212@alliances.net,PARTNER,México,BILLING
1019,1020,2026-01-07 20:31:51,user10160@example.com,DIRECT, México ,BUG
1020,1021,2026-01-11 00:58:06,user10192@example.com,DIRECT,Bra~sil,BUG
1021,1022,2026-01-06 02:36:39,user10126@reseller.co,PARTNER,Espa~na,BUG
1022,1023,2026-01-04 18:25:41,user10025@example.com,DIRECT,Bra~sil,BILLING
1023,1024,2026-01-17 18:37:48,user10046@example.com,DIRECT, Canada,LOGIN
