customer_name,ticket,region,event_ts,product,priority,event_type,agent,channel,status_before,status_after,tag,handling_seconds
Mia Miller,TCKT-100141,Mountain,2025-09-28 05:21:00,Basic,Medium,status_changed,G. Nguyen,chat,new,pending,billing,278
Mia Miller,TCKT-100141,Mountain,2025-09-28 06:19:00,Basic,Medium,comment_added,D. Kim,chat,pending,pending,refund,71
Mia Miller,TCKT-100141,Mountain,2025-09-28 06:19:00,Basic,Medium,status_changed,A. Chen,web,pending,resolved,login,47
Mia Miller,TCKT-100141,Mountain,2025-09-28 06:19:00,Basic,Medium,tag_removed,D. Kim,email,resolved,resolved,bug,1771
Mia Miller,TCKT-100141,Mountain,2025-09-28 09:06:00,Basic,Medium,assigned,G. Nguyen,chat,resolved,resolved,refund,1060
Ethan Johnson,TCKT-100142,South,2025-10-30 16:37:00,Pro,Medium,comment_added,E. Johnson,email,new,new,account,924
Ethan Johnson,TCKT-100142,South,2025-10-30 16:37:00,Pro,Medium,assigned,F. Singh,email,new,new,billing,427
Ethan Johnson,TCKT-100142,South,2025-10-30 16:37:00,Pro,Medium,status_changed,B. Rivera,email,new,open,refund,588
Mason Johnson,TCKT-100143,South,2025-09-12 03:14:00,Basic,Urgent,status_changed,B. Rivera,email,new,pending,account,218
Mason Johnson,TCKT-100143,South,2025-09-12 03:14:00,Basic,Urgent,comment_added,F. Singh,phone,pending,pending,bug,596
Mason Johnson,TCKT-100143,South,2025-09-12 03:14:00,Basic,Urgent,tag_added,G. Nguyen,email,pending,pending,account,78
Mason Johnson,TCKT-100143,South,2025-09-12 06:30:00,Basic,Urgent,status_changed,A. Chen,phone,pending,pending,account,499
Mason Johnson,TCKT-100143,South,2025-09-12 07:29:00,Basic,Urgent,status_changed,E. Johnson,chat,pending,resolved,feature_request,500
Sofia Johnson,TCKT-100144,Mountain,2025-11-05 13:37:00,Enterprise,Medium,assigned,G. Nguyen,phone,new,new,how_to,192
Sofia Johnson,TCKT-100144,Mountain,2025-11-05 17:32:00,Enterprise,Medium,comment_added,F. Singh,web,new,new,login,808
Sofia Johnson,TCKT-100144,Mountain,2025-11-05 17:32:00,Enterprise,Medium,status_changed,C. Patel,chat,new,new,login,738
Sofia Johnson,TCKT-100144,Mountain,2025-11-05 17:32:00,Enterprise,Medium,tag_added,C. Patel,chat,new,new,refund,1027
Sofia Johnson,TCKT-100144,Mountain,2025-11-05 17:46:00,Enterprise,Medium,tag_added,C. Patel,chat,new,new,bug,493
Sofia Johnson,TCKT-100144,Mountain,2025-11-05 17:46:00,Enterprise,Medium,tag_removed,E. Johnson,chat,new,new,feature_request,1367
Olivia Lee,TCKT-100145,Mountain,2025-09-03 22:40:00,Basic,High,comment_added,F. Singh,email,new,new,feature_request,595
Olivia Lee,TCKT-100145,Mountain,2025-09-03 22:40:00,Basic,High,tag_added,A. Chen,chat,new,new,billing,297
Olivia Lee,TCKT-100145,Mountain,2025-09-04 02:38:00,Basic,High,tag_removed,D. Kim,web,new,new,billing,408
Olivia Lee,TCKT-100145,Mountain,2025-09-04 02:38:00,Basic,High,tag_added,A. Chen,email,new,new,account,1758
Olivia Lee,TCKT-100145,Mountain,2025-09-04 02:38:00,Basic,High,comment_added,B. Rivera,email,new,new,feature_request,296
Olivia Lee,TCKT-100145,Mountain,2025-09-04 04:01:00,Basic,High,status_changed,A. Chen,chat,new,open,refund,451
Olivia Lee,TCKT-100145,Mountain,2025-09-04 04:01:00,Basic,High,comment_added,B. Rivera,email,open,open,account,1517
Olivia Lee,TCKT-100145,Mountain,2025-09-04 04:27:00,Basic,High,comment_added,E. Johnson,chat,open,open,refund,454
Olivia Lee,TCKT-100145,Mountain,2025-09-04 04:27:00,Basic,High,tag_added,F. Singh,email,open,open,how_to,333
Emma Thomas,TCKT-100146,Mountain,2025-11-27 08:30:00,Basic,High,comment_added,D. Kim,chat,new,new,bug,821
Emma Thomas,TCKT-100146,Mountain,2025-11-27 08:30:00,Basic,High,tag_added,A. Chen,chat,new,new,billing,1670
Emma Thomas,TCKT-100146,Mountain,2025-11-27 12:11:00,Basic,High,status_changed,C. Patel,email,new,resolved,how_to,925
Mia Martinez,TCKT-100147,Midwest,2025-10-15 17:57:00,Basic,Urgent,comment_added,C. Patel,web,new,new,feature_request,159
Mia Martinez,TCKT-100147,Midwest,2025-10-15 17:57:00,Basic,Urgent,tag_added,B. Rivera,phone,new,new,how_to,659
Mia Martinez,TCKT-100147,Midwest,2025-10-15 19:16:00,Basic,Urgent,tag_removed,D. Kim,email,new,new,bug,235
Mia Martinez,TCKT-100147,Midwest,2025-10-15 19:16:00,Basic,Urgent,tag_added,B. Rivera,chat,new,new,how_to,620
Mia Martinez,TCKT-100147,Midwest,2025-10-15 19:16:00,Basic,Urgent,assigned,A. Chen,email,new,new,how_to,1430
Mia Martinez,TCKT-100147,Midwest,2025-10-15 21:41:00,Basic,Urgent,comment_added,B. Rivera,phone,new,new,account,832
Mia Martinez,TCKT-100147,Midwest,2025-10-16 01:02:00,Basic,Urgent,assigned,G. Nguyen,chat,new,new,billing,1210
Ava Johnson,TCKT-100148,Mountain,2025-11-08 15:51:00,Basic,Low,comment_added,C. Patel,email,new,new,refund,1271
Ava Johnson,TCKT-100148,Mountain,2025-11-08 15:51:00,Basic,Low,status_changed,B. Rivera,email,new,pending,account,1564
Ava Johnson,TCKT-100148,Mountain,2025-11-08 15:51:00,Basic,Low,assigned,E. Johnson,chat,pending,pending,refund,1247
Ava Johnson,TCKT-100148,Mountain,2025-11-08 18:09:00,Basic,Low,assigned,D. Kim,web,pending,pending,feature_request,1449
Ava Johnson,TCKT-100148,Mountain,2025-11-08 18:09:00,Basic,Low,comment_added,D. Kim,email,pending,pending,bug,658
Ava Johnson,TCKT-100148,Mountain,2025-11-08 19:21:00,Basic,Low,tag_added,E. Johnson,chat,pending,pending,login,716
Sofia Johnson,TCKT-100149,South,2025-09-18 23:16:00,Enterprise,Medium,status_changed,B. Rivera,web,new,resolved,refund,53
Sofia Johnson,TCKT-100149,South,2025-09-18 23:16:00,Enterprise,Medium,comment_added,A. Chen,phone,resolved,resolved,billing,560
Sofia Johnson,TCKT-100149,South,2025-09-18 23:16:00,Enterprise,Medium,tag_removed,F. Singh,phone,resolved,resolved,feature_request,239
Olivia Garcia,TCKT-100150,Midwest,2025-11-18 16:28:00,Basic,Urgent,comment_added,B. Rivera,email,new,new,login,756
Olivia Garcia,TCKT-100150,Midwest,2025-11-18 17:43:00,Basic,Urgent,tag_added,E. Johnson,phone,new,new,bug,133
Olivia Garcia,TCKT-100150,Midwest,2025-11-18 19:46:00,Basic,Urgent,assigned,E. Johnson,phone,new,new,bug,287
Olivia Garcia,TCKT-100150,Midwest,2025-11-18 21:17:00,Basic,Urgent,comment_added,C. Patel,email,new,new,account,104
Olivia Garcia,TCKT-100150,Midwest,2025-11-18 21:17:00,Basic,Urgent,assigned,B. Rivera,email,new,new,billing,927
Olivia Garcia,TCKT-100150,Midwest,2025-11-18 21:17:00,Basic,Urgent,tag_removed,G. Nguyen,email,new,new,how_to,1035
Olivia Garcia,TCKT-100150,Midwest,2025-11-18 22:21:00,Basic,Urgent,assigned,C. Patel,phone,new,new,account,794
Olivia Garcia,TCKT-100150,Midwest,2025-11-18 22:21:00,Basic,Urgent,comment_added,E. Johnson,email,new,new,how_to,262
Emma Martinez,TCKT-100151,Mountain,2025-09-17 23:59:00,Pro,Medium,assigned,B. Rivera,email,new,new,feature_request,590
Emma Martinez,TCKT-100151,Mountain,2025-09-17 23:59:00,Pro,Medium,comment_added,A. Chen,email,new,new,feature_request,719
Emma Martinez,TCKT-100151,Mountain,2025-09-17 23:59:00,Pro,Medium,status_changed,C. Patel,web,new,new,billing,274
Emma Martinez,TCKT-100151,Mountain,2025-09-18 00:43:00,Pro,Medium,assigned,F. Singh,web,new,new,login,1521
Emma Martinez,TCKT-100151,Mountain,2025-09-18 02:40:00,Pro,Medium,assigned,D. Kim,phone,new,new,how_to,1181
Emma Martinez,TCKT-100151,Mountain,2025-09-18 02:40:00,Pro,Medium,status_changed,F. Singh,phone,new,pending,feature_request,871
Emma Martinez,TCKT-100151,Mountain,2025-09-18 02:40:00,Pro,Medium,comment_added,F. Singh,chat,pending,pending,bug,839
Emma Martinez,TCKT-100151,Mountain,2025-09-18 06:15:00,Pro,Medium,status_changed,E. Johnson,phone,pending,new,billing,1007
Noah Garcia,TCKT-100152,South,2025-12-13 23:37:00,Enterprise,Urgent,status_changed,A. Chen,email,new,open,bug,1457
Noah Garcia,TCKT-100152,South,2025-12-14 02:57:00,Enterprise,Urgent,comment_added,G. Nguyen,phone,open,open,feature_request,1789
Noah Garcia,TCKT-100152,South,2025-12-14 03:54:00,Enterprise,Urgent,status_changed,D. Kim,email,open,pending,login,690
Noah Garcia,TCKT-100152,South,2025-12-14 03:54:00,Enterprise,Urgent,comment_added,E. Johnson,chat,pending,pending,billing,330
Noah Garcia,TCKT-100152,South,2025-12-14 03:54:00,Enterprise,Urgent,tag_removed,C. Patel,email,pending,pending,billing,389
Noah Garcia,TCKT-100152,South,2025-12-14 07:28:00,Enterprise,Urgent,comment_added,F. Singh,chat,pending,pending,account,224
Noah Johnson,TCKT-100153,West,2025-12-18 05:36:00,Basic,Low,tag_added,A. Chen,email,new,new,billing,326
Noah Johnson,TCKT-100153,West,2025-12-18 05:36:00,Basic,Low,comment_added,F. Singh,chat,new,new,account,655
Noah Johnson,TCKT-100153,West,2025-12-18 05:36:00,Basic,Low,status_changed,G. Nguyen,chat,new,resolved,refund,268
Noah Johnson,TCKT-100153,West,2025-12-18 09:03:00,Basic,Low,status_changed,G. Nguyen,email,resolved,pending,feature_request,1138
Noah Johnson,TCKT-100153,West,2025-12-18 09:03:00,Basic,Low,comment_added,D. Kim,chat,pending,pending,refund,914
Noah Johnson,TCKT-100153,West,2025-12-18 11:53:00,Basic,Low,comment_added,G. Nguyen,chat,pending,pending,bug,698
Noah Johnson,TCKT-100153,West,2025-12-18 11:53:00,Basic,Low,tag_removed,G. Nguyen,email,pending,pending,account,322
Noah Johnson,TCKT-100153,West,2025-12-18 12:47:00,Basic,Low,assigned,A. Chen,phone,pending,pending,feature_request,866
Noah Johnson,TCKT-100153,West,2025-12-18 12:47:00,Basic,Low,comment_added,C. Patel,phone,pending,pending,how_to,242
Ava Lee,TCKT-100154,Northeast,2025-11-06 01:29:00,Basic,Low,comment_added,B. Rivera,email,new,new,bug,55
Ava Lee,TCKT-100154,Northeast,2025-11-06 03:38:00,Basic,Low,assigned,G. Nguyen,web,new,new,login,925
Ava Lee,TCKT-100154,Northeast,2025-11-06 05:33:00,Basic,Low,status_changed,G. Nguyen,web,new,resolved,login,1779
Ava Lee,TCKT-100154,Northeast,2025-11-06 07:51:00,Basic,Low,status_changed,B. Rivera,chat,resolved,pending,bug,777
Ava Lee,TCKT-100154,Northeast,2025-11-06 07:51:00,Basic,Low,assigned,B. Rivera,email,pending,pending,bug,1113
Ava Lee,TCKT-100154,Northeast,2025-11-06 11:46:00,Basic,Low,tag_removed,D. Kim,email,pending,pending,refund,1627
Ava Lee,TCKT-100154,Northeast,2025-11-06 13:44:00,Basic,Low,comment_added,F. Singh,web,pending,pending,account,198
Mason Wilson,TCKT-100155,South,2025-08-23 15:56:00,Pro,High,assigned,C. Patel,email,new,new,how_to,143
Mason Wilson,TCKT-100155,South,2025-08-23 15:56:00,Pro,High,comment_added,A. Chen,email,new,new,login,1040
Mason Wilson,TCKT-100155,South,2025-08-23 15:56:00,Pro,High,tag_removed,C. Patel,phone,new,new,refund,278
Mason Wilson,TCKT-100155,South,2025-08-23 18:35:00,Pro,High,status_changed,C. Patel,phone,new,open,feature_request,1063
Mason Wilson,TCKT-100155,South,2025-08-23 18:35:00,Pro,High,comment_added,F. Singh,email,open,open,feature_request,901
Mason Wilson,TCKT-100155,South,2025-08-23 22:13:00,Pro,High,status_changed,E. Johnson,email,open,closed,feature_request,1793
Mason Wilson,TCKT-100155,South,2025-08-23 22:13:00,Pro,High,comment_added,F. Singh,chat,closed,closed,bug,1135
Mason Wilson,TCKT-100155,South,2025-08-23 23:12:00,Pro,High,tag_removed,C. Patel,email,closed,closed,billing,1718
Mason Wilson,TCKT-100155,South,2025-08-23 23:12:00,Pro,High,assigned,E. Johnson,web,closed,closed,how_to,1792
Isla Johnson,TCKT-100156,West,2025-10-21 18:23:00,Basic,Medium,comment_added,C. Patel,chat,new,new,feature_request,858
Isla Johnson,TCKT-100156,West,2025-10-21 18:23:00,Basic,Medium,tag_added,C. Patel,phone,new,new,account,305
Isla Johnson,TCKT-100156,West,2025-10-21 19:46:00,Basic,Medium,comment_added,F. Singh,email,new,new,how_to,410
Isla Johnson,TCKT-100156,West,2025-10-21 19:46:00,Basic,Medium,tag_removed,A. Chen,phone,new,new,bug,617
Isla Johnson,TCKT-100156,West,2025-10-21 20:10:00,Basic,Medium,assigned,A. Chen,email,new,new,bug,180
Isla Johnson,TCKT-100156,West,2025-10-21 23:13:00,Basic,Medium,tag_added,A. Chen,email,new,new,login,925
Isla Johnson,TCKT-100156,West,2025-10-21 23:13:00,Basic,Medium,tag_removed,B. Rivera,chat,new,new,refund,31
Isla Johnson,TCKT-100156,West,2025-10-22 01:10:00,Basic,Medium,comment_added,A. Chen,email,new,new,account,133
Isla Johnson,TCKT-100156,West,2025-10-22 04:05:00,Basic,Medium,tag_added,E. Johnson,web,new,new,refund,1204
Ethan Miller,TCKT-100157,Northeast,2025-10-06 00:11:00,Enterprise,Medium,comment_added,C. Patel,chat,new,new,account,934
Ethan Miller,TCKT-100157,Northeast,2025-10-06 00:11:00,Enterprise,Medium,assigned,C. Patel,email,new,new,feature_request,1031
Ethan Miller,TCKT-100157,Northeast,2025-10-06 00:11:00,Enterprise,Medium,tag_removed,G. Nguyen,chat,new,new,login,942
Ethan Miller,TCKT-100157,Northeast,2025-10-06 00:47:00,Enterprise,Medium,comment_added,C. Patel,chat,new,new,refund,1234
Ethan Miller,TCKT-100157,Northeast,2025-10-06 03:06:00,Enterprise,Medium,status_changed,E. Johnson,chat,new,open,how_to,32
Ethan Miller,TCKT-100157,Northeast,2025-10-06 03:06:00,Enterprise,Medium,assigned,D. Kim,phone,open,open,bug,479
Noah Garcia,TCKT-100158,Mountain,2025-11-06 14:14:00,Pro,Urgent,assigned,D. Kim,phone,new,new,billing,349
Noah Garcia,TCKT-100158,Mountain,2025-11-06 14:14:00,Pro,Urgent,status_changed,F. Singh,email,new,pending,refund,1394
Noah Garcia,TCKT-100158,Mountain,2025-11-06 14:14:00,Pro,Urgent,comment_added,F. Singh,phone,pending,pending,feature_request,1238
Noah Garcia,TCKT-100158,Mountain,2025-11-06 15:57:00,Pro,Urgent,comment_added,G. Nguyen,chat,pending,pending,billing,847
Mason Garcia,TCKT-100159,South,2025-12-02 17:25:00,Basic,Low,comment_added,D. Kim,chat,new,new,bug,1439
Mason Garcia,TCKT-100159,South,2025-12-02 17:25:00,Basic,Low,assigned,F. Singh,chat,new,new,login,1278
Mason Garcia,TCKT-100159,South,2025-12-02 20:11:00,Basic,Low,status_changed,A. Chen,phone,new,new,bug,404
Mason Garcia,TCKT-100159,South,2025-12-02 23:55:00,Basic,Low,status_changed,C. Patel,chat,new,new,login,1148
Ethan Anderson,TCKT-100160,Mountain,2025-10-05 13:18:00,Pro,Urgent,comment_added,E. Johnson,phone,new,new,refund,590
Ethan Anderson,TCKT-100160,Mountain,2025-10-05 13:18:00,Pro,Urgent,assigned,D. Kim,web,new,new,refund,1642
Ethan Anderson,TCKT-100160,Mountain,2025-10-05 14:14:00,Pro,Urgent,comment_added,A. Chen,chat,new,new,billing,1652
Ethan Anderson,TCKT-100160,Mountain,2025-10-05 16:46:00,Pro,Urgent,assigned,G. Nguyen,email,new,new,login,1312
Ethan Anderson,TCKT-100160,Mountain,2025-10-05 17:16:00,Pro,Urgent,comment_added,E. Johnson,email,new,new,feature_request,640
Ethan Anderson,TCKT-100160,Mountain,2025-10-05 17:33:00,Pro,Urgent,assigned,E. Johnson,phone,new,new,billing,443
Zoe Johnson,TCKT-100161,Mountain,2025-09-29 15:00:00,Pro,Medium,assigned,D. Kim,email,new,new,feature_request,527
Zoe Johnson,TCKT-100161,Mountain,2025-09-29 18:48:00,Pro,Medium,status_changed,D. Kim,email,new,closed,account,202
Zoe Johnson,TCKT-100161,Mountain,2025-09-29 18:48:00,Pro,Medium,comment_added,E. Johnson,email,closed,closed,bug,929
Zoe Johnson,TCKT-100161,Mountain,2025-09-29 19:01:00,Pro,Medium,status_changed,D. Kim,email,closed,pending,billing,1280
Lucas Thomas,TCKT-100162,West,2025-11-14 15:52:00,Pro,Low,assigned,A. Chen,chat,new,new,feature_request,1756
Lucas Thomas,TCKT-100162,West,2025-11-14 15:52:00,Pro,Low,status_changed,G. Nguyen,email,new,new,how_to,464
Lucas Thomas,TCKT-100162,West,2025-11-14 17:39:00,Pro,Low,tag_added,E. Johnson,chat,new,new,refund,1265
Lucas Thomas,TCKT-100162,West,2025-11-14 17:39:00,Pro,Low,comment_added,F. Singh,email,new,new,refund,1566
Lucas Thomas,TCKT-100162,West,2025-11-14 17:39:00,Pro,Low,tag_removed,G. Nguyen,chat,new,new,account,516
Lucas Thomas,TCKT-100162,West,2025-11-14 20:20:00,Pro,Low,status_changed,B. Rivera,email,new,pending,account,1157
Lucas Thomas,TCKT-100162,West,2025-11-14 20:20:00,Pro,Low,comment_added,B. Rivera,chat,pending,pending,refund,979
Lucas Thomas,TCKT-100162,West,2025-11-14 20:20:00,Pro,Low,tag_removed,B. Rivera,chat,pending,pending,how_to,1507
Mia Anderson,TCKT-100163,South,2025-10-28 11:51:00,Basic,Low,comment_added,G. Nguyen,phone,new,new,how_to,323
Mia Anderson,TCKT-100163,South,2025-10-28 15:12:00,Basic,Low,status_changed,A. Chen,chat,new,open,login,1275
Mia Anderson,TCKT-100163,South,2025-10-28 15:12:00,Basic,Low,comment_added,C. Patel,chat,open,open,account,522
Mia Anderson,TCKT-100163,South,2025-10-28 15:12:00,Basic,Low,tag_added,D. Kim,email,open,open,bug,1354
Mia Anderson,TCKT-100163,South,2025-10-28 15:27:00,Basic,Low,comment_added,A. Chen,chat,open,open,account,1749
Mia Anderson,TCKT-100163,South,2025-10-28 15:27:00,Basic,Low,tag_removed,C. Patel,email,open,open,feature_request,1522
Mia Anderson,TCKT-100163,South,2025-10-28 18:17:00,Basic,Low,comment_added,F. Singh,phone,open,open,feature_request,1475
Mia Anderson,TCKT-100163,South,2025-10-28 18:17:00,Basic,Low,tag_removed,A. Chen,phone,open,open,bug,1124
Mia Anderson,TCKT-100163,South,2025-10-28 18:17:00,Basic,Low,status_changed,A. Chen,email,open,resolved,bug,734
Lucas Miller,TCKT-100164,Midwest,2025-10-31 11:13:00,Basic,Medium,tag_added,A. Chen,chat,new,new,billing,1634
Lucas Miller,TCKT-100164,Midwest,2025-10-31 11:13:00,Basic,Medium,tag_removed,F. Singh,email,new,new,how_to,499
Lucas Miller,TCKT-100164,Midwest,2025-10-31 15:11:00,Basic,Medium,comment_added,B. Rivera,email,new,new,bug,1778
Lucas Miller,TCKT-100164,Midwest,2025-10-31 15:20:00,Basic,Medium,tag_added,A. Chen,email,new,new,billing,532
Liam Martinez,TCKT-100165,West,2025-12-17 16:18:00,Basic,Medium,status_changed,C. Patel,phone,new,pending,billing,199
Liam Martinez,TCKT-100165,West,2025-12-17 18:51:00,Basic,Medium,comment_added,G. Nguyen,email,pending,pending,account,518
Liam Martinez,TCKT-100165,West,2025-12-17 18:51:00,Basic,Medium,assigned,A. Chen,email,pending,pending,login,784
Liam Martinez,TCKT-100165,West,2025-12-17 18:51:00,Basic,Medium,tag_added,E. Johnson,email,pending,pending,billing,629
Liam Martinez,TCKT-100165,West,2025-12-17 19:10:00,Basic,Medium,comment_added,A. Chen,web,pending,pending,how_to,1004
Liam Martinez,TCKT-100165,West,2025-12-17 22:44:00,Basic,Medium,status_changed,C. Patel,email,pending,pending,how_to,177
Ava Miller,TCKT-100166,Mountain,2025-12-03 19:17:00,Basic,High,comment_added,G. Nguyen,email,new,new,billing,73
Ava Miller,TCKT-100166,Mountain,2025-12-03 19:17:00,Basic,High,tag_added,C. Patel,email,new,new,feature_request,1164
Ava Miller,TCKT-100166,Mountain,2025-12-03 19:17:00,Basic,High,assigned,B. Rivera,email,new,new,refund,1464
Olivia Miller,TCKT-100167,South,2025-09-28 11:47:00,Basic,Low,assigned,D. Kim,chat,new,new,billing,1590
Olivia Miller,TCKT-100167,South,2025-09-28 11:47:00,Basic,Low,comment_added,E. Johnson,phone,new,new,login,657
Olivia Miller,TCKT-100167,South,2025-09-28 15:27:00,Basic,Low,status_changed,C. Patel,chat,new,resolved,login,73
Olivia Miller,TCKT-100167,South,2025-09-28 18:43:00,Basic,Low,assigned,D. Kim,web,resolved,resolved,feature_request,1223
Sofia Wilson,TCKT-100168,South,2025-09-08 14:48:00,Enterprise,Low,status_changed,A. Chen,web,new,pending,bug,171
Sofia Wilson,TCKT-100168,South,2025-09-08 14:48:00,Enterprise,Low,comment_added,A. Chen,phone,pending,pending,bug,22
Sofia Wilson,TCKT-100168,South,2025-09-08 17:19:00,Enterprise,Low,tag_removed,D. Kim,phone,pending,pending,feature_request,1588
Sofia Wilson,TCKT-100168,South,2025-09-08 17:19:00,Enterprise,Low,tag_added,A. Chen,chat,pending,pending,billing,338
Sofia Wilson,TCKT-100168,South,2025-09-08 17:41:00,Enterprise,Low,comment_added,D. Kim,chat,pending,pending,account,129
Olivia Lee,TCKT-100169,Midwest,2025-08-27 03:45:00,Enterprise,Low,comment_added,A. Chen,email,new,new,account,208
Olivia Lee,TCKT-100169,Midwest,2025-08-27 03:45:00,Enterprise,Low,tag_added,A. Chen,email,new,new,account,1547
Olivia Lee,TCKT-100169,Midwest,2025-08-27 07:38:00,Enterprise,Low,tag_removed,D. Kim,email,new,new,how_to,437
Olivia Lee,TCKT-100169,Midwest,2025-08-27 07:38:00,Enterprise,Low,status_changed,C. Patel,email,new,closed,billing,1588
Olivia Lee,TCKT-100169,Midwest,2025-08-27 07:38:00,Enterprise,Low,tag_added,G. Nguyen,phone,closed,closed,login,1695
Olivia Lee,TCKT-100169,Midwest,2025-08-27 08:14:00,Enterprise,Low,tag_added,C. Patel,chat,closed,closed,how_to,342
Olivia Lee,TCKT-100169,Midwest,2025-08-27 08:14:00,Enterprise,Low,tag_removed,D. Kim,chat,closed,closed,feature_request,1715
Olivia Lee,TCKT-100169,Midwest,2025-08-27 08:14:00,Enterprise,Low,comment_added,A. Chen,chat,closed,closed,bug,1701
Olivia Lee,TCKT-100169,Midwest,2025-08-27 09:06:00,Enterprise,Low,status_changed,A. Chen,web,closed,new,refund,594
Noah Thomas,TCKT-100170,West,2025-09-30 02:29:00,Basic,Medium,tag_added,F. Singh,email,new,new,bug,31
Noah Thomas,TCKT-100170,West,2025-09-30 02:29:00,Basic,Medium,comment_added,B. Rivera,email,new,new,refund,643
Noah Thomas,TCKT-100170,West,2025-09-30 02:29:00,Basic,Medium,status_changed,E. Johnson,email,new,pending,feature_request,546
Noah Thomas,TCKT-100170,West,2025-09-30 03:54:00,Basic,Medium,comment_added,B. Rivera,chat,pending,pending,how_to,447
Noah Thomas,TCKT-100170,West,2025-09-30 06:51:00,Basic,Medium,status_changed,B. Rivera,email,pending,closed,feature_request,1301
Noah Thomas,TCKT-100170,West,2025-09-30 06:51:00,Basic,Medium,comment_added,F. Singh,phone,closed,closed,refund,1379
Noah Thomas,TCKT-100170,West,2025-09-30 06:51:00,Basic,Medium,tag_removed,G. Nguyen,web,closed,closed,bug,95
Noah Thomas,TCKT-100170,West,2025-09-30 10:33:00,Basic,Medium,tag_removed,E. Johnson,chat,closed,closed,feature_request,1330
Noah Thomas,TCKT-100170,West,2025-09-30 10:33:00,Basic,Medium,comment_added,A. Chen,chat,closed,closed,how_to,1545
Ava Anderson,TCKT-100171,South,2025-10-08 19:34:00,Pro,High,status_changed,A. Chen,email,new,resolved,how_to,15
Ava Anderson,TCKT-100171,South,2025-10-08 20:42:00,Pro,High,comment_added,F. Singh,phone,resolved,resolved,billing,1715
Ava Anderson,TCKT-100171,South,2025-10-08 20:42:00,Pro,High,assigned,D. Kim,email,resolved,resolved,feature_request,598
Ava Anderson,TCKT-100171,South,2025-10-08 20:42:00,Pro,High,status_changed,F. Singh,phone,resolved,pending,refund,1617
Ava Anderson,TCKT-100171,South,2025-10-08 23:56:00,Pro,High,comment_added,E. Johnson,chat,pending,pending,bug,971
Ava Anderson,TCKT-100171,South,2025-10-08 23:56:00,Pro,High,assigned,F. Singh,chat,pending,pending,refund,915
Ava Anderson,TCKT-100171,South,2025-10-08 23:56:00,Pro,High,tag_added,G. Nguyen,chat,pending,pending,billing,126
Noah Johnson,TCKT-100172,Mountain,2025-09-01 11:37:00,Pro,Medium,tag_removed,A. Chen,chat,new,new,feature_request,1171
Noah Johnson,TCKT-100172,Mountain,2025-09-01 11:37:00,Pro,Medium,tag_added,C. Patel,chat,new,new,feature_request,1525
Noah Johnson,TCKT-100172,Mountain,2025-09-01 15:07:00,Pro,Medium,comment_added,C. Patel,chat,new,new,feature_request,1423
Noah Johnson,TCKT-100172,Mountain,2025-09-01 15:07:00,Pro,Medium,tag_added,E. Johnson,email,new,new,bug,1766
Noah Johnson,TCKT-100172,Mountain,2025-09-01 16:00:00,Pro,Medium,tag_added,C. Patel,phone,new,new,how_to,623
Noah Johnson,TCKT-100172,Mountain,2025-09-01 16:00:00,Pro,Medium,comment_added,A. Chen,email,new,new,refund,725
Noah Johnson,TCKT-100172,Mountain,2025-09-01 19:34:00,Pro,Medium,tag_added,B. Rivera,email,new,new,login,779
Liam Brown,TCKT-100173,Midwest,2025-10-07 06:39:00,Basic,Medium,status_changed,B. Rivera,web,new,open,bug,717
Liam Brown,TCKT-100173,Midwest,2025-10-07 06:39:00,Basic,Medium,tag_added,D. Kim,web,open,open,feature_request,1386
Liam Brown,TCKT-100173,Midwest,2025-10-07 07:34:00,Basic,Medium,comment_added,A. Chen,email,open,open,billing,1764
Liam Brown,TCKT-100173,Midwest,2025-10-07 10:43:00,Basic,Medium,comment_added,E. Johnson,email,open,open,feature_request,572
Liam Brown,TCKT-100173,Midwest,2025-10-07 10:43:00,Basic,Medium,tag_removed,G. Nguyen,chat,open,open,refund,719
Liam Brown,TCKT-100173,Midwest,2025-10-07 10:43:00,Basic,Medium,status_changed,B. Rivera,chat,open,pending,refund,1349
Liam Martinez,TCKT-100174,Midwest,2025-08-30 23:48:00,Basic,Medium,tag_removed,C. Patel,phone,new,new,account,143
Liam Martinez,TCKT-100174,Midwest,2025-08-30 23:48:00,Basic,Medium,comment_added,E. Johnson,web,new,new,login,598
Liam Martinez,TCKT-100174,Midwest,2025-08-30 23:51:00,Basic,Medium,tag_added,A. Chen,phone,new,new,feature_request,1792
Emma Anderson,TCKT-100175,Mountain,2025-10-20 06:21:00,Enterprise,Low,comment_added,C. Patel,phone,new,new,feature_request,633
Emma Anderson,TCKT-100175,Mountain,2025-10-20 09:56:00,Enterprise,Low,comment_added,G. Nguyen,email,new,new,account,1034
Emma Anderson,TCKT-100175,Mountain,2025-10-20 11:38:00,Enterprise,Low,comment_added,B. Rivera,email,new,new,login,1012
Emma Anderson,TCKT-100175,Mountain,2025-10-20 11:38:00,Enterprise,Low,status_changed,G. Nguyen,phone,new,new,how_to,1208
Emma Anderson,TCKT-100175,Mountain,2025-10-20 12:14:00,Enterprise,Low,comment_added,B. Rivera,chat,new,new,feature_request,139
Zoe Thomas,TCKT-100176,Northeast,2025-12-17 10:06:00,Basic,Low,status_changed,G. Nguyen,chat,new,resolved,login,1285
